model_id,future_pred_acc_x_0,future_pred_acc_x_1,future_pred_acc_x_2,future_pred_acc_x_3,future_pred_acc_x_4,future_pred_acc_x_5,future_pred_acc_x_6,future_pred_acc_z_0,future_pred_acc_z_1,future_pred_acc_z_2,future_pred_acc_z_3,future_pred_acc_z_4,future_pred_acc_z_5,future_pred_acc_z_6,recon_acc_x
major_val3_full_k24_0/cp_step4901.pt,0.1375,0.08680555555555555,0.07083333333333333,0.06875,0.07569444444444444,0.05,0.058333333333333334,0.2,0.16527777777777777,0.1,0.11805555555555555,0.20347222222222222,0.15208333333333332,0.125,0.4853174603174603
major_val3_full_k24_1/cp_step4901.pt,0.08333333333333333,0.09027777777777778,0.0763888888888889,0.08333333333333333,0.08333333333333333,0.09027777777777778,0.0763888888888889,0.09027777777777778,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5617063492063492
major_val3_full_k24_2/cp_step4901.pt,0.13194444444444445,0.11041666666666666,0.10138888888888889,0.07569444444444444,0.12916666666666668,0.09444444444444444,0.09444444444444444,0.16666666666666666,0.11805555555555555,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.547420634920635
major_val3_full_k24_3/cp_step4901.pt,0.18888888888888888,0.12083333333333333,0.10416666666666667,0.07916666666666666,0.09444444444444444,0.07013888888888889,0.05416666666666667,0.29375,0.21319444444444444,0.2125,0.11041666666666666,0.1798611111111111,0.14027777777777778,0.07569444444444444,0.39771825396825394
major_val3_full_k24_4/cp_step4901.pt,0.16041666666666668,0.11180555555555556,0.1423611111111111,0.1375,0.1388888888888889,0.04652777777777778,0.09861111111111111,0.20277777777777778,0.20625,0.18263888888888888,0.17152777777777778,0.125,0.14583333333333334,0.1284722222222222,0.5049603174603174
major_val3_nosymm_k24_0/cp_step4901.pt,0.46111111111111114,0.5118055555555555,0.4951388888888889,0.35138888888888886,0.39166666666666666,0.4395833333333333,0.4166666666666667,0.6548611111111111,0.7131944444444445,0.6013888888888889,0.5743055555555555,0.6125,0.6131944444444445,0.5368055555555555,0.6345238095238095
major_val3_nosymm_k24_1/cp_step4901.pt,0.3875,0.48125,0.5347222222222222,0.32708333333333334,0.43819444444444444,0.5,0.4722222222222222,0.7791666666666667,0.6729166666666667,0.3611111111111111,0.5347222222222222,0.5694444444444444,0.4930555555555556,0.3888888888888889,0.6694444444444444
major_val3_nosymm_k24_2/cp_step4901.pt,0.4222222222222222,0.49236111111111114,0.5833333333333334,0.4097222222222222,0.4444444444444444,0.4930555555555556,0.4486111111111111,0.5215277777777778,0.61875,0.5993055555555555,0.6020833333333333,0.75625,0.5847222222222223,0.38263888888888886,0.6581349206349206
major_val3_nosymm_k24_3/cp_step4901.pt,0.2013888888888889,0.125,0.13194444444444445,0.09513888888888888,0.1111111111111111,0.08333333333333333,0.11597222222222223,0.275,0.24305555555555555,0.2076388888888889,0.19236111111111112,0.17430555555555555,0.15138888888888888,0.17291666666666666,0.47599206349206347
major_val3_nosymm_k24_4/cp_step4901.pt,0.34097222222222223,0.4388888888888889,0.5125,0.2861111111111111,0.425,0.5,0.5131944444444444,0.7034722222222223,0.6715277777777777,0.58125,0.54375,0.6263888888888889,0.625,0.5694444444444444,0.6419642857142858
major_val4_full_k24_0/cp_step4901.pt,0.07361111111111111,0.09722222222222222,0.09513888888888888,0.07430555555555556,0.06527777777777778,0.09236111111111112,0.08819444444444445,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.4448412698412698
major_val4_full_k24_1/cp_step4901.pt,0.09027777777777778,0.09027777777777778,0.08333333333333333,0.09027777777777778,0.09027777777777778,0.09236111111111112,0.07430555555555556,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.671031746031746
major_val4_full_k24_2/cp_step4901.pt,0.18263888888888888,0.09930555555555555,0.08888888888888889,0.06736111111111111,0.0763888888888889,0.09722222222222222,0.08333333333333333,0.21180555555555555,0.21805555555555556,0.09583333333333334,0.10486111111111111,0.08333333333333333,0.09027777777777778,0.09027777777777778,0.7150793650793651
major_val4_full_k24_3/cp_step4901.pt,0.09791666666666667,0.09305555555555556,0.11527777777777778,0.06944444444444445,0.0625,0.07916666666666666,0.09166666666666666,0.23541666666666666,0.2125,0.09722222222222222,0.24861111111111112,0.10486111111111111,0.013888888888888888,0.08333333333333333,0.6070436507936507
major_val4_full_k24_4/cp_step4901.pt,0.09375,0.09861111111111111,0.11041666666666666,0.0763888888888889,0.10347222222222222,0.10833333333333334,0.08958333333333333,0.15138888888888888,0.19027777777777777,0.1763888888888889,0.10069444444444445,0.18055555555555555,0.14305555555555555,0.14930555555555555,0.5654761904761905
major_val4_nosymm_k24_0/cp_step4901.pt,0.32916666666666666,0.3638888888888889,0.47152777777777777,0.3125,0.36944444444444446,0.44583333333333336,0.35347222222222224,0.5916666666666667,0.6118055555555556,0.50625,0.39166666666666666,0.5069444444444444,0.5006944444444444,0.43125,0.6620039682539682
major_val4_nosymm_k24_1/cp_step4901.pt,0.2826388888888889,0.38125,0.4597222222222222,0.1736111111111111,0.3590277777777778,0.3902777777777778,0.46805555555555556,0.5423611111111111,0.5256944444444445,0.4388888888888889,0.42291666666666666,0.5131944444444444,0.4861111111111111,0.4236111111111111,0.6265873015873016
